Nama_Resep,Bahan_Bahan,Cara_Membuat,Jenis_Resep,Bahan_1,Bahan_2,Bahan_3,Bahan_4,Bahan_5
telur dadar gulung tanpa msg,4 butir telur ayam--12 buah udang vaname--1 buah wortel--5 siung bawang merah--3 siung bawang putih--5 buah cabai merah keriting--Secukupnya garam--Secukupnya kaldu jamur bubuk non msg--,"Siapkan bahan-bahannya, udang, cabai, wortel, bawang putih, bawang merah diiris/cincang sehalus mungkin--Lalu campur semua dalam wadah, masukkan telur ayam, garam dan kaldu jamur, kocok lepas sampai tercampur rata--Olesi wajan dengan sedikit minyak goreng, tuang adonan telur secukupnya (tipis) ratakan lalu panaskan wajan dengan api kecil, masak telur sampai matang. Angkat telur lalu gulung, sisihkan--Biarkan wajan agak dingin, lalu lakukan langkah seperti di atas. Angkat telur, letakkan gulungan telur yang pertama tadi di atas telur dadar yang baru, letakkan dipinggir kemudian gulung--Lakukan sampai bahan habis, biarkan dingin, kemudian potong-potong, siap dihidangkan--",telur,telur,udang,wortel,bawang merah,bawang putih
telur dadar jamur tiram,"5 butir telur ayam,kocok lepas--5 bh bawang merah,iris--3 siung bawang putih,iris--200 gr jamur tiram cuci bersih--1 batang daun seledri,cincang kasar--5 bh cabe merah iris tipis--5 bh cabe hijau iris tipis--1 sdm tepung bumbu sajiku--1/2 sdt garam--1/2 sdt lada bubuk--","Rebus air sampai mendidih,rebus Jamur 5 menit. Angkat dan tiriskan. Iris2.--Campur semua bahan,aduk rata. Masak diteflon hingga matang. (Adonan ini untuk 2x masak diteflon ukuran d 22cm). balik. angkat. Sajikan--",telur,telur,jamur,cabai,bawang merah,bawang putih
telur kentang balado,4 telur ayam--2 buah kentang--5 siung cabe--7 siung bawang merah--5 siung bawang putih--sesuai selera Cabe rawit--3 butir kemiri--,"Rebus telur hingga matang--Potong dadu kentang, lalu goreng hingga matang--Setelah telur rebus matang, kemudian goreng telur rebus hingga kecoklatan--Sembari menggoreng, ulek bawang merah dan putih, cabe merah dan rawit dan kemiri ditambah sedikit garam--Setelah ulekan selesai dan menggoreng telah matang. Tumis bahan yang telah halus hingga wangi lalu tambahkan air secukupnya masak hingga mendidih--Setelah bumbu balado mendidih,masukan kentang dan telur lalu tambahkan garam dan gula secukupnya hingga terasa gurih tanpa micin. Masak hingga matang--",telur,telur,kentang,cabai,bawang merah,bawang putih
telur kentang dan udang bumbu bali ala rumahan,3 telor rebus dikuliti lalu goreng sebentar--2 buah kentang kupas lalu goreng agak.kering--1/4 udang kecil disiangi dan bersihkan lalu.goreng sebentar--Garam--sesuai selera Gula jawa--sedikit Kecap manis--Vetsin--4 daun jeruk--2 daun salam--Bumbu yang dihaluskan:--5 bawang merah--8 cabe keriting--4 bawang putih--2 kemiri--4 daun jeruk--2 buah tomat--,"Tumis bumbu yg sudah haluskan, sambil diaduk-aduk beri air,gula merah dan daun salam kira 2 agak kalis beri sedikit air lalu.masukan.kentang,udang dan telor aduk lg dan beri air sedikit lg lalu ditutup sebentar.setelah ditutup dan buka beri kecap manis sedikit, garam dan vetsin--Kl rasa sudah pas semua, berarti telor,kentang,udang bumbu bali siap dihidangkan.--",telur,telur,kentang,udang,cabai,tomat
telur kukus,3 telor ayam--4 tahu china/jawa--2 ruas jari jahe (cincang halus)--3 siung bawang putih (cincang halus)--3 siung bawang merah (potong2)--1 batang daun bawang (potong tipis)--1 wortel ukuran sedang (cincang)--Cabe sesuai selera (potong2)--secukupnya Garam--Penyedap (saya skip)--Sejumput lada bubuk--1 sdm minyak wijen--1 sdt kecap asin--,"Campurkan semua bahan diatas kecuali minyak wijen dan kecap asin--Aduk sampai rata,,, olesi mangkok/cetakan yg akan diisi telur dengan minyak/margarin..isi campuran telur ke cetakan dan terakhir beri minyak wijen dan kecap asin diatasnya, lalu tutup mangkok/cetakan yg sdh terisi dcampuran telur sebelum dikukus--Siapkan kukusan, lalu kukus selama 25mnt--Telur kukus siap disajikan--",telur,telur,tahu,wortel,bawang putih,bawang merah
telur kukus diet,2 butir telur--1 buah sosis sapi iris kecil--1 buah wortel iris kecil--2 bawang merah cincang kasar--2 bawang putih cincang kasar--1/2 gelas air--secukupnya Garam--secukupnya Kaldu bubuk--secukupnya Lada bubuk--,"Kocok telur yang sudah ditambahkan air.--Tambahkan irisan sosis, wortel, bawang merah, dan bawang putih.--Bumbui dengan garam, kaldu dan lada.--Masukkan adonan telur dalam wadah tahan panas (saya pake alumunium foil cup).--Kukus adonan sampai matang. Bila ingin lapisan atas halus, buka sedikit tutup kukusan (tapi lama matangnya). Bila ingin cepat matang tapi lapisan atas berbuih, tutup rapat kukusan.--Hasilnya, dalamnya telur jadi lembut karena tanpa campuran tepung.--Sajikan dengan sambal campuran kecap, bawang merah dan cabe hijau. Sambelnya yang banyak biar maknyus.. kalo suka sih--",telur,telur,sosis,wortel,bawang merah,bawang putih
telur masak tomat dan tauge,1 buah tomat--2 butir telur--secukupnya Taoge--Bawang Bombay--Bawang merah--Bawang putih--Gula--Garam--Saus tiram--,"Kocok telur, Goreng, potong memanjang.--Tumis semua bawang, masukkan tomat, kasih sedikit air, tambahkan garam gula dan saus tiram secukupnya.--Masukkan tauge. Tumis sebentar, lalu masukkan telur, aduk rata, icip rasa. Jika dirasa sudah pas, angkat dan sajikan..--Selamat mencoba--",telur,tomat,telur,tauge,bawang bombai,bawang merah
telur orak arik,1 butir telur--5 lembar kubis--10 buah cabai rawit dipotong kasar--2 siung bawang putih cincang halus--2 siung bawang merah cincang halus--secukupnya garam--secukupnya gula pasir--secukupnya kecap manis--minyak goreng--,"Panaskan minyak goreng, tumis bawang putih, bawang merah, dan cabai hingga harum.--Masukkan telur, kemudian dioarak arik. Setelah itu, masukkan kubis yang sudah diiris--Tambahkan gula, garam, dan kecap manis.--Tes rasa--Masak telur orak-arik hingga matang--Telur orak-arik siap disajikan--",telur,telur,kubis,cabai,bawang putih,bawang merah
telur orak arik sayuran,Secukupnya Wortel--Secukupnya Sawi putih--secukupnya Brokoli--1 buah sosis sapi--1 buah telor ayam--1 buah bawang putih--2 buah bawang merah--secukupnya Lada--Saos tomat--Kecap--Saos tiram--sesuai selera Tomat&timun--Air--Garam--,"Iris bawang putih & bawang merah, potong2 sayuran dan sosis--Tumis sosis,bawang putih dan bawang merah. Tuang air sesuai selera, masukkan sayuran dan telor.masukkan saos,kecap. Selesai--",telur,telur,sawi,brokoli,wortel,sosis
telur orak arik simple,3 butir telur--2 sosis--1 batang wortel (bisa juga pakai setengah potong aja bunds)--4 siung bawang putih--Garam--Lada bubuk--3 sdm Minyak goreng--,"Pertama kita tumis bawang putih yg sudah dicincang kasar ya bunds--Kemudian masukan irisan wortel terlebih dahulu agar cepat matang (wortel diiris bentuk korek)--Masukan potongan sosis, lalu masukan kocokan telur dan di aduk aduk sampai rata--Tambahkan garam, dan lada bubuk--Jangan lupa cek rasa terlebih dahulu.--Telur orak arik sederhana simple siap disajikan--",telur,telur,cabai,tomat,bawang bombai,bawang putih
telur pare cabai hijau,"6 butir telur ayam, rebus dan kupas kulit--1 buah pare, buang bag isi, potong sesuai selera--10 butir cabe ijo--5 siung bawang merah--1 siung bawang putih--1 buah tomat ijo, iris2--secukupnya Garam--Penyedap (optional)/sy g pake--Minyak goreng--","Masukkan pare ke dlm wajan, kasih 1 sdm garam, remas hingga keluar airnya, cuci hingga bersih.--Panaskan minyak, goreng pare hingga berkulit, angkat dan sisihkan--Selanjutnya, goreng telur sampai kecoklatan, angkat dan sisihkan--Sambil menggoreng, ulek kasar cabe ijo, garam kasar, bawang merah, bawang putih (kalau utk cabe ijo sy lebih suka diulek)--Panaskan kembali minyak kira kira 5 sdm, masukkan tomat iris, tumis hingga layu, masukkan cabe ijo, masak hingga cabe matang sambil diaduk, tambahkan penyedap jika suka--Masukkan telur dan pare, aduk hingga tercampur rata--Angkat dan sajikan--",telur,telur,pare,cabai,bawang merah,bawang putih
telur puyuh kuah,20 bh telur puyu--2 bh tahu--2 bh tempe--2 lembar daun salam--500 ml santan--Bahan yg diiris--5 siung bawang merah--7 siung bawang putih--2 batang daun bawang--2 bh Jahe uk.jempol--,"Rebus terlebih dahulu telur puyu--Masukan bahan yg diiris, serta daun salam. (kalo saya jahe nya di memarkan, biar ga kemakan)--Masukan potong tahu dan tempe sesuai selera--Masukan santan, 1/2 sdm garam dan sedikit penyedap rasa di api yang kecil--Setelah mendidih masukan telur puyu yang telah direbus tadi--Telur puyu kuah siap dihidangkan--",telur,telur,tahu,tempe,bawang merah,bawang putih
telur puyuh udang saus padang,"Udang, 12 ekor (buang kepala,  buang ekor)--1 sdm bawang merah halus--1 sdm bawang putih halus--1/2 sdm jahe halus--10 buah telur puyuh (rebus, buka kulit)--2 sdm cabe merah halus--1/2 tomat potong dadu--Cabe rawit iris serong--1 sdm saos sambal (boleh saos apa saja)--1/2 sdm kecap manis--","Panaskan minyak, tumis semua bumbu halus, masukkan saos, kecap tumis hingga harum--Masukkan udang aduh hingga udang sedikit memerah.--Masukkan 1/2 gelas air (sesuai selera), biarkan hingga mendidih.--Setelah mendidih masukkan telur puyuhh aduhh, biarkan mendidih kembali, lalu masukkan irisan cabe dan tomat.--Masukkan gula, garam sesuai selera, koreksi rasa.--Siap disajikan...., selamat mencona--",telur,telur puyuh,udang,cabai,tomat,bawang merah
telur rebus balado,8 butir telur ayam--7 siung bawang putih--7 butir bawang merah--30 buah cabe rawit--2 buah tomat--2 lembar daun jeruk--Secukupnya merica bubuk--Secukupnya garam--Secukupnya penyedap rasa--Secukupnya gula pasir--Secukupnya minyak makan--Sedikit air--,"Rebus telur, sambil menunggu matang bisa kita siapkan bumbunya.--Haluskan bawang merah, bawang putih, dan cabe rawit sampai halus. (me: uleg manual bun, lebih sedap)--Jika sudah halus, potong2 tomat di atas bumbu tadi lalu di uleg kasar saja ya.--Cek telur.kalu sudah matang bisa langsung di angkat, rendam dengan air dingin sebentar lalu di kupas. Sisihkan dulu.--Panaskan minyak makan, masukan bumbu halus, tambah garam, merica bubuk, penyedap rasa, gula dan daun jeruk. Tumis2 smpai harum.--Masukan telur, tambahkan sedikit air dan masak hingga bumbu meresap.--Angkat, sajikan.. Selamat mencoba..--",telur,telur,cabai,tomat,bawang merah,bawang putih
telur rebus sambal tomat,2 buah telur--1 bawang merah--1 bawang putih--1 tomat--3 cabe kecil--1 cabe merah besar--dikit Terasi--Garam--Gula pasir--,"Pertama rebus telur, lalu belah menjadi 2 bagian--Kemudian ulek bahan2 yg sudah disiapkan sampai halus.--Lalu goreng dulu telurnya sebentar, kemudian tumis sambal tomatnya. Terakhir baluri telur yg sudah dibelah menjadi dua itu dengan sambal tomat... Selamat mencoba--",telur,telur,cabai,tomat,bawang merah,bawang putih
telur rebus udang cabai hijau,2 butir telur ayam--Udang sedikit yg tersisa di kulkas(buat diri sendiri niatnya)--Cabe hijau--5 buah Bawang putih aja--1 buah Tomat--Gula garam penyedap rasa--Minyak goreng--,"Rebus telor dan cabe, bawang, tomat--Sembari bahan direbus Goreng dl udangnya--Setelah cabe dan bawang putih tomat direbus di ulek sampe hancur jgn begitu halus--Kupas kulit telor yg udah direbus sisihkan brsama udang yg udah di goreng dlm piring saji--Setelah cabe bawang tomat di ulek dan dksih bumbu panaskkan minyak bekas goreng udang td--Msukkan cabe dlm minyak aduk sampe wangi dan mateng,koreksi rasa dan bumbu karena minyaknya bekas goreng udang jd rs cabenya mantap ada rs udang gt...--Setelah mateng taburin deh cabenya ke telor dan udang yg udah disiapin sajikan--",telur,telur,udang,cabai,tomat,bawang putih
telur sambal hijau,1/2 kg telur--200 gr cabai hijau--1 buah tomat--3 siung bawang merah--3 siung bawang putih--secukupnya Gula dan garam--secukupnya Minyak goreng--,"Rebus telur sampai matang, lalu kupas dan goreng sebentar dengan minyak panas.--Rebus cabai hijau dan duo bawang sampai empuk/matang,tiriskan dan uleg.sisihkan.--Panskan minyak goreng lalu masukan sambal, goreng sampai wangi lalu tambhkan tomat yg sudah d potong2, lalu masukan gula garam dan telur aduk sampai merata.matikan api.--",telur,telur,cabai,tomat,bawang merah,bawang putih
telur sayur tumies simple,"3 bh wortel--10 bh buncis--1/2 bh kol--1/2 bh kembang kol--2 bj telur,kocok lepas--bumbu :--2 siung bawang putih--2 siung bawang merah--3 bh cabe rawit--1 scht saos tiram--5 sdm saos sambal--1/2 sdt minyak wijen(boleh skip)--sedikit minyak untuk menumis--secukupnya air--","Siangi sayuran..cuci bersih..buat scramble telur--Iris bawang putih+bawang merah+ cabe..lalu tumis..masukkan sayuran lalu tuangi air untuk melunakkan sayur..--Masukkan saos tiram,saos sambal,minyak wijen..setelah itu masukkan telur..jadi deh--",telur,telur,buncis,kubis,kembang kol,wortel
telur sosis saus bbq barbeque,"3 butir telur, masak orak-arik--5 buah sosis sapi, potong2--1 siung bawang bombay, iris tipis--2 siung bawang putih, cincang--1 buah tomat, potong kecil2--1 sdt tepung maizena, larutkan dgn 1 sdm air--2 sdm minyak goreng--150 ml air--Bahan saus (campur dalam mangkuk) :--1 sdm saus barbeque--1 sdm saus sambal (boleh lebih jika suka pedas)--1 sdm saus tomat--1/2 sdm kecap manis--1/2 sdt lada hitam bubuk--1 sdt gula pasir--1/2 sdt garam--1/2 sdt kaldu ayam/jamur bubuk--","Panaskan minyak, tumis bawang bombay dan bawang putih hingga harum.--Masukkan sosis, oseng-oseng sebentar.--Tambahkan bahan saus, aduk rata.--Beri air, aduk dan koreksi rasa.--Masukkan larutan maizena, aduk hingga mengental.--Terakhir, masukkan telur orak-arik dan tomat, aduk rata.--",telur,telur,sosis,tomat,bawang putih,bawang bombai
telur tempe balado,Tempe--4 butir telur ayam--10 buah cabe merah campur sedikit rawit--3 buah bawang merah--2 buah Bawang putih--1 buah kemiri--1/2 sdt ketumbar--secukupnya Garam--secukupnya Gula putih--2 lembar daun jeruk--1 cm Sereh--,"Rebus telur ayam hingga matang, Setelah dingin, kupas kulit telur ayam--Potong tempe sesuai selera, lalu goreng hingga kekuningan. Tiriskan minyak bekas gorengan tempe bisa langsung digunakan untuk menggoreng telur hingga kekuningan.--Persiapan bumbu, bahan2 diatas ditumbuk hingga halus. Lalu sisihkan--Tumis bumbu yg sudah dihaluskan hingga matang. Akan terlihat dari warna nya dan akan sedikit berminyak. Masukan telur dan tempe yg telah digoreng. Aduk hingga rata. Sajikan selagi hangat--",telur,telur,tempe,cabai,bawang merah,bawang putih
telur tempe kentang sambal udang petai,7 butir Telor / suka-suka (rebus dan goreng sampai berkulit)--1/2 papan Tempe (potong dadu dan goreng)--1 bh Kentang (potong kecil dan goreng)--3 bh Tomat (potong sesuai selera)--10 bh Udang / suka-suka--2 lembar Pete--Bumbu halus :--7 bh Bawang merah--2 bh Bawang putih--7 bh cabe merah keriting (yg doyan pedas silahkan tambah lebih)--,"Panaskan minyak, tumis bumbu halus sampai harum, masukan udang, tumis sampai air udangnya kering agar tidak amis--Masukan telor, tempe, kentang, pete, tomat, masak sampai mengental--Tambahkan garam, gula, dan sedikit asam bila suka--Telor balado campur-campur siap dinikmati, dengan rasa asam manis pedas--",telur,telur,tempe,kentang,udang,petai
telur tempe tahu bumbu bali,"6 butir telur ayam rebus--1 papan tempe, goreng--3 buah tahu, goreng--9 siung bawang merah--7 siung bawang putih--10 buah cabe merah besar/keriting (buang bijinya)--14 buah cabe rawit (sesuaikan dg level pedas yg diinginkan)--1 butir kemiri--1 ruas jahe--Secukupnya kecap manis--Secukupnya gula & garam--","Goreng telur rebus hingga kecokelatan.--Haluskan bumbu(bawang merah, bawang putih, cabe merah besar, cabe rawit & kemiri) dengan sedikit air--Tumis bumbu yg sudah dihaluskan tadi hingga harum--Tambahkan gula garam dan sedikit kecap manis, koreksi rasa. Tambahkan sedikit kaldu ayam bubuk jika perlu--Jika dirasa sudah pas, masukkan telur, tahu dan tempe. Aduk secara berkala. Tunggu hingga asat / menyusut.--Makanan siap di sajikan--",telur,telur,tempe,tahu,bawang merah,bawang putih
telur tumies sambal,4-5 butir Telur--3 siung bawang putih--4 siung bawang merah--8 biji cabe rawit--2 buah kecil tomat--secukupnya Royko--,"Rebus telur kemudian belah--Goreng bawang, cabe dan tomat setengah matang setelah itu tumbuk jadi satu(beri royko)--Tumis bumbu kemudian masukkan telur. Selesai--Selamat mencoba--",telur,telur,cabai,tomat,bawang merah,bawang putih
tempe goreng penyet,2 bh tempe sedang kwalitas super--1/4 ltr cabe rawit (sesuai selera)--2 siung bawang putih--4 siung bawang merah--4 bh tomat buah sedang--Kemangi (sesuai selera)--1/2 Terasi kemasan (saya pakai merk terasi super)--secukupnya Garam & gula pasir--Minyak goreng--,"Iris tempe lalu goreng,usahakan tempe terendam minyak,stlh kuning keemasan sisihkan--Haluskan cabe+bawang putih & merah (saya pake blender) lalu sisihkan--Iris tomat lalu tumis bahan yg sdh dihaluskan slma 3mnt lalu masukkan tomat aduk sbntar lalu angkat--Masukkan terasi+garam+gula pasir ulek lalu tambahkan bahan yg sdh ditumis td lalu ulek masukkan kemangi sisihkan ke wadah lain--Ulek kasar tempe yg sdh digoreng td lalu campurkan semua bahan aduk sampai smua trcampur rata--Icip,oke sipp siap dihidangkan--Nikmat dgn nasi hangat+cah kangkung hangat :)--",tempe,tempe,cabai,tomat,bawang merah,bawang putih
tempe isi hot jelethot,Tempe--Cabai rawit/cabai hijau--Bawang merah--Bawang putih--Tomat--Gula--Garam--Penyedap--Daun bawang--Margarin--Tepung serbaguna--Minyak goreng--Sedikit air--,"Potong tempe kemudian iris tengah buat taruh isian--Tumis semua bahan bawang merah,bawang putih,tomat,cabai beri gula n garam serta penyedap--Masukan tumisan ke dalam tempe yang sudah di lubangi tengahnya--Campur irisan daun bawang ke dalam tepung serbaguna,beri air dan tambahkan mentega--Masukan tempe ke dalam tepung dan goreng dalam minyak--Semua bumbu bisa di kira2 ya bun.sesuaikan dengan tempe yg msu di buat. S.elamat mencoba....--",tempe,tempe,cabai,tomat,bawang merah,bawang putih
tempe kemul isi cabai hijau,"1 papan tempe--1 buah wortel, potong dadu--1 genggam toge, siangi--secukupnya kol, iris tipis--1 batang bawang daun, iris tipis--2 buah cabe hijau besar, isi tipis--1 buah cabe rawit atau sesuai selera, iris tipis--7 sdm tepung terigu--2 sdm tepung beras--1 sdt ketumbar bubuk--2 siung bawang merah--1 siung bawang putih--Secukupnya garam, gula dan kaldu jamur--Minyak goreng--Air--","Potong tempe agar tebal, iris bagian samping untuk membuat celah yang nantinya akan diisi dengan sayuran--Tumis bawang merah dan bawang putih hingga harum. Masukkan sayuran dan sedikit air, tumis hingga layu. Masukkan bumbu-bumbu. cek rasa. Biarkan agak dingin.--Isi sayuran ke celah tempe, hingga sayuran habis.--Adonan tepung: campur tepung terigu, tepung beras, ketumbar bubuk dan sedikit garam. Beri air secukupnya, adonan dibuat agak kental. Masukkan tempe yang sudah diisi ke adonan tepung.--Goreng dengan minyak yang agak banyak hingga coklat keemasan. Angkat dan tiriskan. Siap disajikan :)--",tempe,tempe,cabai,kubis,tauge,wortel
